name,address1,address2,address3,borough_code,borough_name,os_addressbase_uprn,ward_2018_code,ward_2018_name,website,longitude,latitude,easting,northing,runtime
Harlequin,27 Arlington Way,London,Finsbury,E09000019,Islington,,E05000370,Clerkenwell,,-0.10610658511907134,51.53011014612802,531466.9643811077,182943.92322504142,01/19/2020
Peasant,240 St John Street,London,Finsbury,E09000019,Islington,,E05000370,Clerkenwell,,-0.1032631025020614,51.52602647776972,531675.9643233488,182494.92334804218,01/19/2020
Blues Kitchen,134 Curtain Road,London,Shoreditch,E09000012,Hackney,,E05009377,Hoxton East & Shoreditch,,-0.07997231300011513,51.52656454334939,533289.9638825976,182596.92331800488,01/19/2020
Caraway Lounge,290 North Street,Romford,,E09000016,Havering,,E05000306,Brooklands,,0.17274672543277814,51.585186745646936,550625.9591717031,189605.9214140277,01/19/2020
Rye,31 Peckham Rye,Peckham,London,E09000028,Southwark,,E05011113,Rye Lane,,-0.06539738721431776,51.464652411797815,534482.9635583641,175738.92517991067,01/19/2020
Eleven,5 Fernlea Road,Balham,,E09000032,Wandsworth,,E05000610,Balham,,-0.14826945321323656,51.44285263704494,528787.965107328,173165.92588280002,01/19/2020
Royal,Boston Road,Hanwell,,E09000009,Ealing,,E05000182,Northfield,,-0.32656310813794753,51.49829164143888,516256.96851430944,179032.9242864498,01/19/2020
Bitter End Bar,139 Masons Hill,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.02524008403156215,51.39620557790606,540988.9617902413,168297.9272050094,01/19/2020
Hope,3 Melon Road,Peckham,London,E09000028,Southwark,,E05011110,Peckham,,-0.07103817649275285,51.473594396262285,534064.9636725195,176722.92491378094,01/19/2020
Blues Kitchen,40 Acre Lane,Brixton,,E09000022,Lambeth,,E05000421,Ferndale,,-0.12041312354054397,51.460313880106504,530673.9645917199,175156.9253405594,01/19/2020
Richmal Crompton,23 Westmoreland Place,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.01629690684301556,51.39976786491423,540355.9619632727,168676.92709987512,01/19/2020
Partridge,194 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.014278857896156018,51.40520720523722,540198.9620066645,169277.92693599762,01/19/2020
Bar Sport,196-198 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.014278857896156018,51.40520720523722,540198.9620066645,169277.92693599762,01/19/2020
Havet,195-199 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.013886947222984123,51.406104225009244,540168.962014911,169376.9269091183,01/19/2020
Greyhound,205 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.01314047451553142,51.40645877028565,540115.962029289,169414.92689886055,01/19/2020
Star & Garter,227 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.01247096090046672,51.406928896364995,540067.9620423124,169465.92688507057,01/19/2020
Swan & Mitre,260-262 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.01199366693556537,51.40686514494168,540034.9620512243,169457.92688729567,01/19/2020
Metropolis,256A High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.01199366693556537,51.40686514494168,540034.9620512243,169457.92688729567,01/19/2020
Barrel & Horn,204-206 High Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.013392133092803118,51.4059688377614,540134.9620240941,169360.9269135155,01/19/2020
O'Neill's,27-29 East St,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.015668645357416435,51.40673008533401,540290.9619818357,169449.92688927636,01/19/2020
Railway Tavern,45 East Street,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.016215940017572445,51.40740412928509,540326.9619720391,169525.92686872225,01/19/2020
Belgo,242 The Glades,Bromley,,E09000006,Bromley,,E05000106,Bickley,,0.03563680755826283,51.403732273542275,541688.9615985536,169154.92697259743,01/19/2020
Lord Holmesdale,184 Homesdale Road,Bromley,,E09000006,Bromley,,E05000106,Bickley,,0.03498042062974891,51.399957720379106,541654.9616079752,168733.92708675726,01/19/2020
Oak,206 Widmore Road,Bromley,,E09000006,Bromley,,E05000106,Bickley,,0.03410549519427325,51.405836175942135,541575.9616293268,169385.92691005196,01/19/2020
Crown & Anchor,19 Park Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.02163998300315564,51.40812908453971,540701.9618690239,169616.92684514634,01/19/2020
Freelands Tavern,31 Freelands Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.024611251062558136,51.41061380480179,540900.9618137386,169898.92676901072,01/19/2020
White Horse,64 Palace Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.020894229954613586,51.408825391898354,540647.9618839149,169692.9268243251,01/19/2020
Anglesey Arms,90 Palace Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.020894229954613586,51.408825391898354,540647.9618839149,169692.9268243251,01/19/2020
Red Lion,10 North Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.021879749219563243,51.40997747824189,540712.9618656446,169822.92678923864,01/19/2020
Hop & Rye,54 London Road,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.009769752545266725,51.411561599340594,539865.9620962,169975.926747425,01/19/2020
Prince Frederick,31 Nichol Lane,Bromley,,E09000006,Bromley,,E05000125,Plaistow and Sundridge,,0.01930155689445569,51.415750381394155,540515.9619176844,170459.92661639297,01/19/2020
Bonnie's,28-30 Bromley Hill,Bromley,Downham,E09000023,Lewisham,,E05000442,Downham,,-0.0016269612308863815,51.42094725762445,539044.9623188099,170997.92646999215,01/19/2020
Downham Tavern,419 Downham Way,Grove Park,Downham,E09000023,Lewisham,,E05000442,Downham,,0.013136172476824224,51.427628268013926,540050.9620472365,171768.92625865416,01/19/2020
Shortlands Tavern,5 Station Road,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.0042020939664687154,51.40493023909374,539498.962196374,169227.9269504291,01/19/2020
Greyhound,Commonside,Keston,,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.02858458489082019,51.36354958268831,541321.9617013289,164672.92819015804,01/19/2020
Fox Inn,Heathfield Road,Keston,,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.0273100414787619,51.36135943642731,541239.9617230879,164426.92825671931,01/19/2020
Crown Inn,Leaves Green Road,Keston,,E09000006,Bromley,,E05000117,Darwin,,0.030205744068063423,51.34203763494014,541500.9616495504,162283.92883865238,01/19/2020
Kings Arms,Leaves Green Rd,Keston,,E09000006,Bromley,,E05000117,Darwin,,0.029645456210684304,51.33520347685677,541482.9616530574,161522.9290473367,01/19/2020
New Inn,59 Station Approach,Hayes,,E09000006,Bromley,,E05000119,Hayes and Coney Hall,,0.011302069882955979,51.375996372109775,540080.9620343072,166023.9278232031,01/19/2020
Real Ale Way,"55 Station Approach, Hayes",Hayes,,E09000006,Bromley,,E05000119,Hayes and Coney Hall,,0.011535146289121225,51.3763970396319,540095.9620303538,166068.92781085725,01/19/2020
Pie & Pint Bar,6 Bourne Way,Hayes,,E09000006,Bromley,,E05000119,Hayes and Coney Hall,,0.006895637206408839,51.37610784270458,539773.9621186703,166027.92782220233,01/19/2020
George,29 Hayes Street,Hayes,,E09000006,Bromley,,E05000119,Hayes and Coney Hall,,0.01831303028805495,51.37989558609414,540556.9619060045,166470.92770095915,01/19/2020
Crooked Billet,286 Southborough Lane,Bromley,,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.05681240200470426,51.3898737690461,543204.9611881652,167654.92737999244,01/19/2020
Chequers,177 Southborough Lane,Bromley,,E09000006,Bromley,,E05000106,Bickley,,0.04518699261467155,51.39025701559228,542394.9614080896,167674.92737407517,01/19/2020
Two Doves,37 Oakley Road Kent,Bromley Common,Bromley,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.03966160483073325,51.372323021050235,542065.9614975268,165669.92791884497,01/19/2020
Bird in Hand,62 Gravel Road,Bromley Common,Bromley,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.04266991327119019,51.37438391199831,542268.9614419767,165904.92785541067,01/19/2020
Bricklayers Arms,141-143 Masons Hill,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.02562365664064877,51.39577630237602,541016.9617825671,168250.92721788125,01/19/2020
Crown of Bromley,14 Masons Hill,Bromley,,E09000006,Bromley,,E05000109,Bromley Town,,0.025373215442196985,51.395313014573404,541000.9617869654,168198.92723206017,01/19/2020
Chatterton Arms,41 Chatterton Road,Bromley Common,Bromley,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.035042457532591345,51.39292445233488,541680.9616012119,167951.9272995782,01/19/2020
Crown,155 Bromley Common,Bromley Common,Bromley,E09000006,Bromley,,E05000108,Bromley Common and Keston,,0.034588648976039756,51.3904683602918,541656.9616071827,167677.92737405386,01/19/2020
George Inn,111 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.027685610642304855,51.406999824110976,537274.9627985482,169397.92690579593,01/19/2020
White Horse,215 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.030198762080711615,51.40640357680917,537101.962845565,169326.92692483647,01/19/2020
Kelsey House,75 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.0259529387030749,51.40750124617986,537393.9627661249,169456.92689000187,01/19/2020
O'Neill's,9 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.02512812922263777,51.410625880501286,537441.9627527191,169805.92679539043,01/19/2020
Patrick's Bar,5 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.02512812922263777,51.410625880501286,537441.9627527191,169805.92679539043,01/19/2020
Bricklayers Arms,237 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.031799129009226434,51.40663728863686,536989.9628758281,169349.92691854795,01/19/2020
Slug & Lettuce,150-156 High Street,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.02706324096020606,51.40776274230457,537315.9627871782,169483.92688265222,01/19/2020
Eden Park,422 Upper Elmers End Road,Eden Park,Beckenham,E09000006,Bromley,,E05000120,Kelsey and Eden Park,,-0.02692129238027865,51.38967590709043,537379.962772285,167472.92742850096,01/19/2020
Coach & Horses,Burnhill Road,Beckenham,,E09000006,Bromley,,E05000120,Kelsey and Eden Park,,-0.026324770058053094,51.40621252852088,537371.9627725607,169312.9269287624,01/19/2020
Club Langley,2 Hawksbrook Lane,Eden Park,Beckenham,E09000006,Bromley,,E05000120,Kelsey and Eden Park,,-0.0224837815280232,51.38858501778888,537691.9626868007,167359.92745895177,01/19/2020
Elm Tree,116 Croydon Road,Elmers End,Beckenham,E09000006,Bromley,,E05000112,Clock House,,-0.045117565792594204,51.39879358075511,536086.963122767,168452.9271614587,01/19/2020
Chancery,90 Bromley Road,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.01799787022787383,51.40691739600975,537948.9626160188,169406.92690384004,01/19/2020
Jolly Woodman,9 Chancery Lane,Beckenham,,E09000006,Bromley,,E05000113,Copers Cope,,-0.018644059975706166,51.40660457390008,537904.9626281221,169370.92691348615,01/19/2020
Railway Hotel,"Red Lodge Road,",West Wickham,,E09000006,Bromley,,E05000127,West Wickham,,-0.01314358773494711,51.380225967020245,538366.9625014238,166447.92770747677,01/19/2020
Wheatsheaf,135 High Street,West Wickham,,E09000006,Bromley,,E05000127,West Wickham,,-0.02110791891813977,51.37681755700567,537822.9626484634,166053.92781471665,01/19/2020
Swan,2-4 High Street,West Wickham,,E09000006,Bromley,,E05000127,West Wickham,,-0.01612224486424008,51.37613983114342,538171.9625538717,165987.9278323517,01/19/2020
Coney,35 Croydon Road,Coney Hall,,E09000006,Bromley,,E05000119,Hayes and Coney Hall,,0.002026639713991297,51.37022001407329,539452.9622075327,165363.9280026002,01/19/2020
Sovereign of the Seas,109-111 Queensway,Petts Wood,Orpington,E09000006,Bromley,,E05000124,Petts Wood and Knoll,,0.07184494736814034,51.38951006529308,544251.9609045157,167643.9273823005,01/19/2020
One Inn The Wood,209 Petts Wood Road,Petts Wood,Orpington,E09000006,Bromley,,E05000124,Petts Wood and Knoll,,0.07394064784956392,51.39008449867107,544395.9608655522,167711.92736341112,01/19/2020
Daylight Inn,Station Square,Petts Wood,Orpington,E09000006,Bromley,,E05000124,Petts Wood and Knoll,,0.07518570590271778,51.389010303684465,544485.9608414008,167594.92739494215,01/19/2020
Bull Inn,Main Road,St Paul's Cray,Orpington,E09000006,Bromley,,E05000114,Cray Valley East,,0.11771505149382205,51.40390511796748,547396.9600475974,169335.9269221283,01/19/2020
White Swan,21 Kent Road,St Mary Cray,Orpington,E09000006,Bromley,,E05000114,Cray Valley East,,0.11236363523981362,51.38636709749852,547080.9601338664,167374.9274561362,01/19/2020
Beech Tree,75 Wellington Road,St Mary Cray,Orpington,E09000006,Bromley,,E05000114,Cray Valley East,,0.11124203740487791,51.38479564386403,547007.9601533647,167197.9275041764,01/19/2020
Cricketers,93 Chislehurst Road,Orpington,,E09000006,Bromley,,E05000124,Petts Wood and Knoll,,0.10042458336762178,51.38145618286126,546265.960355842,166804.9276104936,01/19/2020
White Hart,106 High St,Orpington,,E09000006,Bromley,,E05000124,Petts Wood and Knoll,,0.10250647033960959,51.37953032628271,546416.9603154903,166594.92766752915,01/19/2020
Harvest Moon,141-143 High Street,Orpington,,E09000006,Bromley,,E05000122,Orpington,,0.10140881229766636,51.377841420126096,546345.9603354549,166404.92771931138,01/19/2020
Maxwell,Station Road,Orpington,,E09000006,Bromley,,E05000122,Orpington,,0.09464302229509647,51.37253999158113,545891.960458555,165801.92788332445,01/19/2020
Royal Oak,High Street,Green St Green,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.08917328864004027,51.35146840337202,545577.9605403307,163447.92852086015,01/19/2020
Queen's Head,73 High Street,Green St Green,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.08923985768778407,51.35293308317148,545577.9605410424,163610.9284765573,01/19/2020
Rose & Crown,Farnborough Way,Green St Green,Orpington,E09000006,Bromley,,E05000117,Darwin,,0.08821496456049867,51.350289414885474,545514.9605571243,163314.92855692783,01/19/2020
Chelsfield,1 Windsor Drive,Chelsfield,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.10532368026204186,51.35635018712362,546686.960240607,164022.92836501304,01/19/2020
Woodman,50 High Street,Farnborough,Orpington,E09000006,Bromley,,E05000118,Farnborough and Crofton,,0.06997651599342945,51.3592194673123,544216.9609128404,164271.92829950963,01/19/2020
Change of Horses,87 High Street,Farnborough,Orpington,E09000006,Bromley,,E05000118,Farnborough and Crofton,,0.06772096922317528,51.359529086025496,544058.9609557898,164301.9282916492,01/19/2020
Bulls Head,Rushmore Hill,Pratts Bottom,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.11177491006267065,51.34014508909452,547187.9601052469,162233.92885369313,01/19/2020
Bo Peep,Hewitts Road,Chelsfield,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.13751727285195245,51.35029868234211,548947.9596277777,163414.92853340524,01/19/2020
Five Bells,Church Road,Chelsfield,Orpington,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.1274899267468256,51.357055516890235,548227.959821443,164145.92833184527,01/19/2020
Queen's Head,25 High Street,Downe,Orpington,E09000006,Bromley,,E05000117,Darwin,,0.05387216619169143,51.33666059428056,543165.9611983469,161731.92898976352,01/19/2020
George & Dragon,26 High Street,Downe,Orpington,E09000006,Bromley,,E05000117,Darwin,,0.05372258988033514,51.33620456110887,543156.9612008596,161680.92900356458,01/19/2020
Whyte Lyon (Ye Olde),Farnborough Common,Locksbottom,Orpington,E09000006,Bromley,,E05000118,Farnborough and Crofton,,0.057232922624144415,51.36396732425988,543314.9611565119,164774.92816072505,01/19/2020
British Queen,427 Crofton Road,Locksbottom,Orpington,E09000006,Bromley,,E05000118,Farnborough and Crofton,,0.05453966468267596,51.366703426600736,543118.9612086854,165073.9280779019,01/19/2020
Black Horse,318 Crofton Road,Locksbottom,Orpington,E09000006,Bromley,,E05000118,Farnborough and Crofton,,0.05672060945680429,51.368247884071984,543265.9611692508,165249.92803026654,01/19/2020
Buff,Pinewood Drive,Orpington,,E09000006,Bromley,,E05000110,Chelsfield and Pratts Bottom,,0.08667679636787,51.358797270613564,545380.9605970401,164257.92830076878,01/19/2020
Queens Head,2 High Street,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.06787714696421679,51.418186102025295,543885.9610044444,170824.92651515536,01/19/2020
Gordon Arms,47 Park Road,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.06862357722059716,51.41910818332729,543934.9609908444,170928.92648699996,01/19/2020
Imperial Arms,Old Hill,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.0608085687903328,51.408769167894675,543423.9611269082,169763.92680831795,01/19/2020
Rambler's Rest,Mill Place,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.06197035093141799,51.40870377925677,543504.9611048684,169758.9268096488,01/19/2020
Bickley,Chislehurst Road,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.055827576947672465,51.40767856094799,543080.9612198692,169632.92684372357,01/19/2020
Tigers Head,Watts Lane,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.06900855079966504,51.40948802339054,543991.9609722215,169859.92678074766,01/19/2020
Crown Inn,School Road,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.07295809077861395,51.41065023746475,544262.9608983066,169996.92674232204,01/19/2020
Bull's Head Hotel,Royal Parade,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.07537331260721356,51.411587704257016,544427.9608532577,170105.92671224615,01/19/2020
Sydney Arms,Old Perry Street,Chislehurst,,E09000006,Bromley,,E05000111,Chislehurst,,0.08669158383826334,51.41507368546201,545203.9606427231,170515.92660211615,01/19/2020
Man on the Moon,"112 Headley Drive, New Addington",Croydon,,E09000008,Croydon,,E05011470,New Addington North,,-0.01804983051743854,51.35214354247703,538109.9625727639,163315.92855807068,01/19/2020
Keg & Grill,1 South End,Croydon,,E09000008,Croydon,,E05011484,South Croydon,,-0.09874131111592606,51.36688900510577,532448.9641105204,164806.92815119855,01/19/2020
Joker,73 South End,Croydon,,E09000008,Croydon,,E05011484,South Croydon,,-0.09872085165193514,51.365647641777045,532453.964109372,164668.92818931228,01/19/2020
Obia Bar & Grill,49c South End,Croydon,,E09000008,Croydon,,E05011484,South Croydon,,-0.09872085165193514,51.365647641777045,532453.964109372,164668.92818931228,01/19/2020
Surrey Cricketers,23 West Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.1005843785168162,51.36817792499301,532316.9641460805,164946.9281131088,01/19/2020
Apatura Lounge Restaurant,14 South End,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09916643656240308,51.367030801753415,532418.9641185948,164821.92814697977,01/19/2020
Scream Lounge,20 South End,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09928924270733647,51.36649321655577,532411.9641205708,164761.92816354445,01/19/2020
Treehouse,78 South End,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09924869138061894,51.36573714806905,532416.964119344,164677.92818676995,01/19/2020
Skylark,34-36 South End,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09924869138061894,51.36573714806905,532416.964119344,164677.92818676995,01/19/2020
Matthews Yard,1 Matthews Yard,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10109493459058976,51.3721610649373,532269.9641586645,165388.9279947675,01/19/2020
Milan Bar,16 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10078756035799079,51.37299242021251,532288.9641535381,165481.92796986597,01/19/2020
Slug & Lettuce,10 Park Lane,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09730612072041647,51.373790243767694,532528.9640890141,165576.9279441483,01/19/2020
George,17-21 George Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09857066330061319,51.37413452303796,532439.9641129395,165612.9279345856,01/19/2020
Cronx,"Units 3 & 4, Boxpark Croydon, 99 George Street",Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09467827981509003,51.37479070720711,532708.9640406864,165692.9279126437,01/19/2020
Beatbox,"Units 22-26, Ground Floor, Boxpark Croydon",Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09467827981509003,51.37479070720711,532708.9640406864,165692.9279126437,01/19/2020
Green Dragon,58 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10053685928055285,51.37106387499904,532311.9641473797,165267.9280271575,01/19/2020
Memory Box,80-88 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10053685928055285,51.37106387499904,532311.9641473797,165267.9280271575,01/19/2020
Crown & Pepper,242 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09986511968018218,51.368894681515265,532364.9641331274,165027.92809149745,01/19/2020
South Beats,282 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09945462509717559,51.36805167963892,532395.9641247716,164934.92811647838,01/19/2020
Spreadeagle,39-41 Katharine Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09924069650737923,51.37252667525792,532397.9641242254,165432.92798293027,01/19/2020
Ship,47 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10006559288899061,51.372036456891756,532341.9641392926,165376.92799796327,01/19/2020
Dog & Bull,24 Surrey Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.1015692429479332,51.37285221348353,532234.9641680636,165464.9279744529,01/19/2020
Market Tavern,1-4 Surrey Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.1015692429479332,51.37285221348353,532234.9641680636,165464.9279744529,01/19/2020
Art & Craft CR0,46 Surrey Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.100848104385553,51.37257073593529,532285.9641543514,165434.92798244837,01/19/2020
Mr Fox,34 Surrey Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.100848104385553,51.37257073593529,532285.9641543514,165434.92798244837,01/19/2020
Royal Standard,1 Sheldon Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10196871345245187,51.369792109003,532215.9641733847,165123.92806569225,01/19/2020
Bulls Head,39 Laud Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.1009832407787295,51.36965023630771,532284.9641546782,165109.9280694322,01/19/2020
Bishop's Wine Bar,1129 Whitgift Centre,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10031534482807207,51.37537687232563,532314.9641465176,165747.92789859168,01/19/2020
Luna,18 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10055024927538463,51.37351915275242,532303.9641494956,165540.92795405374,01/19/2020
Dice,36 High Street,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10056539478077259,51.37245823676616,532305.9641489745,165422.92798565177,01/19/2020
Alchemy,28-30 St George's Walk,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09805979498160182,51.37293916469844,532478.9641024413,165480.92796999862,01/19/2020
Windmill,224 St James's Road,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09336413093500247,51.38152294472848,532780.964022221,166443.9277081273,01/19/2020
Two Brewers,221 Gloucester Road,Croydon,,E09000008,Croydon,,E05011479,Selhurst,,-0.08982987610664978,51.388057122996166,533007.963959305,167176.927508966,01/19/2020
Bedford Tavern,16 Sydenham Road,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.09443861700020093,51.38021847770861,532709.9640411962,166296.92774813809,01/19/2020
Olde Clock Tower,35 Whitehorse Road,Croydon,,E09000008,Croydon,,E05011479,Selhurst,,-0.09774592115727036,51.38502040436206,532465.9641076067,166824.9276039205,01/19/2020
Pawson's Arms,69 Pawson's Road,Croydon,,E09000008,Croydon,,E05011479,Selhurst,,-0.0960172481797917,51.39307686604229,532562.9640798098,167723.92736020475,01/19/2020
Lion Inn,182 Pawson's Road,Croydon,,E09000008,Croydon,,E05011464,Bensham Manor,,-0.0990027890681076,51.391794420142894,532358.9641358781,167575.92740070628,01/19/2020
Phoenix,12 Station Road,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10153019119611797,51.378660932974896,532220.964172648,166110.92779907928,01/19/2020
Old Fox & Hounds,1 London Road,Croydon,,E09000008,Croydon,,E05011468,Fairfield,,-0.10372878423475612,51.378660541084066,532067.9642143081,166106.92780031374,01/19/2020
Saints & Sinners,482 London Road,Croydon,,E09000008,Croydon,,E05011488,West Thornton,,-0.1107792385172668,51.38750633051695,531551.9643546509,167077.92753626563,01/19/2020
Golden Lion,144 Stanley Road,Croydon,,E09000008,Croydon,,E05011488,West Thornton,,-0.11624501254082358,51.38670396834442,531173.9644564681,166978.92756356788,01/19/2020
Wandle Arms,90 Waddon New Road,Croydon,,E09000008,Croydon,,E05011487,Waddon,,-0.10828801739289724,51.37403098519846,531763.9642971962,165583.9279431373,01/19/2020
Waddon,2 Stafford Road,Croydon,,E09000008,Croydon,,E05011487,Waddon,,-0.11685517932419186,51.366588064987155,531188.96445417,164740.92817067186,01/19/2020
Hare & Hounds,325 Purley Way,Croydon,,E09000008,Croydon,,E05011487,Waddon,,-0.11713981918712298,51.37225805026119,531152.9644646056,165370.92800110538,01/19/2020
Plough,Croydon Road,Croydon,Beddington,E09000029,Sutton,,E05000555,Beddington North,,-0.131871226275317,51.3672060131837,530141.9647415251,164782.9281579678,01/19/2020
Harvest Home,27 Beddington Lane,Croydon,,E09000029,Sutton,,E05000555,Beddington North,,-0.1317035198538915,51.372032402596524,530139.964742328,165319.92801204376,01/19/2020
Frankie & Benny's,Valley Leisure Park Purley Way,Croydon,,E09000008,Croydon,,E05011465,Broad Green,,-0.12330028270643166,51.37725783096052,530709.9645855421,165915.9278522617,01/19/2020
Beach Road Cafe Bar,23 Hesterman Way,Croydon,,E09000008,Croydon,,E05011465,Broad Green,,-0.12450070304906824,51.37812234849377,530623.9646087349,166009.92782629275,01/19/2020
Cricketers Inn,"36 Addington Village Road, Addington",Croydon,,E09000008,Croydon,,E05011480,Selsdon & Addington Village,,-0.030009167888513093,51.35860388990073,537257.9628064384,164011.9283681236,01/19/2020
Surprise,107 Upper Shirley Road,Croydon,,E09000008,Croydon,,E05011483,Shirly South,,-0.05345048594838292,51.3677544747241,535598.9632543115,164985.92810356274,01/19/2020
Coombe Lodge,104 Coombe Road,Croydon,,E09000008,Croydon,,E05011484,South Croydon,,-0.07152740951332891,51.36253200540739,534355.9635942546,164371.92827004043,01/19/2020
Orchard,112 Cherry Orchard Road,Croydon,,E09000008,Croydon,,E05011463,Addiscombe West,,-0.08960377079900425,51.37795448953707,533052.9639485329,166053.92781413707,01/19/2020
Oval Tavern,131 Oval Road,Croydon,,E09000008,Croydon,,E05011463,Addiscombe West,,-0.08850492574961794,51.37811642455443,533128.9639280881,166073.92780865612,01/19/2020
Porter & Sorter,Station Road,Croydon,,E09000008,Croydon,,E05011463,Addiscombe West,,-0.09184107636983284,51.37598554474069,532902.9639886892,165830.92787489324,01/19/2020
Alma Tavern,127-129 Lower Addiscombe Road,Croydon,,E09000008,Croydon,,E05011463,Addiscombe West,,-0.08193447140609553,51.3795737550482,533581.9638047569,166247.92776170524,01/19/2020
Cricketers,107 Addiscombe Road,Croydon,,E09000008,Croydon,,E05011463,Addiscombe West,,-0.08378221345702673,51.37524245977337,533465.9638368114,165762.9278925442,01/19/2020
